날짜:2020.1.1		소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6200 [문화생활비]54000 [통신비]0 [가정용품]0 [주류,담배]114500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.24	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.25	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.26	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.27	소비:[식료품]12000 [주거비]0 [의류비]55000 [보건의료비]0 [교통비]7700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.28	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.29	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.30	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.5.31	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.1		소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.2		소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.3		소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.4		소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.5		소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.6		소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.7		소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.8		소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배] [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.9		소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.10	소비: [식료품]16000[주거비]781000 [의류비]0 [보건의료비]0 [교통비]9700 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.6.11	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.12	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.13	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.14	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5100 [문화생활비]9000 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.15	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.16	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.17	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.18	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]5500 [교통비]6400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]5500 [기타]0
날짜:2021.6.19	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]9900 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.20	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.21	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.22	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.23	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.24	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.25	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.26	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.27	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.28	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.29	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.6.30	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.1		소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.2		소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.3		소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.4		소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.5		소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.6		소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.7		소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.8		소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.9		소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.10	소비: [식료품]18000[주거비]786300 [의류비]0 [보건의료비]0 [교통비]7400 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.7.11	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.12	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.13	소비:[식료품]15000 [주거비]0 [의류비]13500 [보건의료비]0 [교통비]6700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.14	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.15	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.16	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.17	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.18	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.19	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.20	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.21	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.22	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.23	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.24	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.25	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.26	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.27	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4900 [문화생활비]12000 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.28	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]5500 [교통비]10700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.29	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.30	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.7.31	소비:[식료품]20000 [주거비]0 [의류비]7000 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.1		소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.2		소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.3		소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]14500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.4		소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.5		소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.6		소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.7		소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.8		소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.9		소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.10	소비: [식료품]18000[주거비]822000 [의류비]0 [보건의료비]0 [교통비]6300 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.8.11	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.12	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.13	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.14	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.15	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.16	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.17	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]12500 [기타]0
날짜:2021.8.18	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.19	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.20	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]17800 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.21	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.22	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.23	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.24	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.25	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]12500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.26	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.27	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.28	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]12000 [교통비]10200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.29	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.30	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.8.31	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.1		소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.2		소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.3		소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.4		소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.5		소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.6		소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.7		소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.8		소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.9		소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3200 [문화생활비]10000 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.10	소비: [식료품]21000[주거비]733000 [의류비]0 [보건의료비]0 [교통비]3300 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.9.11	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.12	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.13	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.14	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.15	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.16	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]42800 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.17	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.18	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.19	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.20	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.21	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.22	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.23	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.24	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.25	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]8500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.26	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.27	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.28	소비:[식료품]23000 [주거비]0 [의류비]84000 [보건의료비]0 [교통비]4300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
